Entity,Code,Day,Beta,Epsilon,Gamma,Kappa,Iota,Eta,Delta,Alpha,non_who,Lambda,Mu,Omicron
Chile,CHL,2020-07-06,0,0,0,0,0,0,0,0,61,0,0,0
Chile,CHL,2020-07-20,0,0,0,0,0,0,0,0,35,0,0,0
Chile,CHL,2020-08-03,0,0,0,0,0,0,0,0,36,0,0,0
Chile,CHL,2020-08-31,0,0,0,0,0,0,0,0,65,0,0,0
Chile,CHL,2020-09-14,0,0,0,0,0,0,0,0,54,0,0,0
Chile,CHL,2020-09-28,0,0,0,0,0,0,0,0,44,0,0,0
Chile,CHL,2020-10-12,0,0,0,0,0,0,0,0,66,0,0,0
Chile,CHL,2020-10-26,0,0,0,0,0,0,0,0,47,0,0,0
Chile,CHL,2021-01-04,0,1,0,0,0,0,0,8,69,0,0,0
Chile,CHL,2021-01-11,0,0,1,0,0,0,0,2,47,0,0,0
Chile,CHL,2021-01-25,0,1,1,0,0,0,0,1,54,2,0,0
Chile,CHL,2021-02-08,0,1,1,0,0,0,0,1,51,2,0,0
Chile,CHL,2021-02-22,0,5,2,0,1,0,0,4,78,7,0,0
Chile,CHL,2021-03-08,0,2,6,0,0,0,0,11,53,13,0,0
Chile,CHL,2021-03-22,0,4,30,0,0,0,0,11,55,39,0,0
Chile,CHL,2021-04-05,0,4,77,0,1,0,0,22,65,94,0,0
Chile,CHL,2021-04-19,2,2,135,0,3,0,0,22,53,142,0,0
Chile,CHL,2021-05-03,0,3,250,0,1,0,0,20,122,167,1,0
Chile,CHL,2021-05-17,0,2,308,0,0,0,0,25,59,229,0,0
Chile,CHL,2021-05-31,1,5,272,0,0,0,0,15,14,125,3,0
Chile,CHL,2021-06-14,0,2,415,0,0,0,1,15,35,155,1,0
Chile,CHL,2021-06-28,1,1,479,0,0,0,2,62,12,159,2,0
Chile,CHL,2021-07-12,0,2,615,0,0,0,18,18,17,171,25,0
Chile,CHL,2021-07-26,0,0,380,0,0,0,36,7,14,121,10,0
Chile,CHL,2021-08-09,0,2,466,0,0,0,76,20,20,140,65,0
Chile,CHL,2021-08-23,0,0,415,0,0,0,175,6,19,126,138,0
Chile,CHL,2021-09-06,0,0,291,0,0,0,401,3,57,48,276,0
Chile,CHL,2021-09-20,0,0,126,0,0,0,854,0,4,20,190,0
Chile,CHL,2021-10-04,0,0,52,0,0,0,1659,0,5,7,154,0
Chile,CHL,2021-10-18,0,0,13,0,0,0,1282,0,3,6,51,0
Chile,CHL,2021-11-01,0,0,3,0,0,0,1268,0,4,0,14,0
Chile,CHL,2021-11-15,0,0,0,0,0,0,785,0,0,3,12,0
Chile,CHL,2021-11-29,0,0,0,0,0,0,118,0,6,0,0,0
Colombia,COL,2020-05-11,0,0,0,0,0,0,0,0,81,0,0,0
Colombia,COL,2021-01-04,0,0,0,0,0,0,0,0,86,0,0,0
Colombia,COL,2021-01-11,0,1,5,0,0,0,0,0,40,0,1,0
Colombia,COL,2021-01-25,0,0,9,0,0,0,0,0,72,0,2,0
Colombia,COL,2021-02-08,0,0,9,0,0,0,0,0,21,0,0,0
Colombia,COL,2021-03-08,0,1,5,0,0,0,0,2,53,0,12,0
Colombia,COL,2021-03-22,0,0,19,0,1,0,0,3,36,1,19,0
Colombia,COL,2021-04-05,0,1,27,0,1,0,1,19,50,5,57,0
Colombia,COL,2021-04-19,0,0,233,0,2,0,0,79,197,18,266,0
Colombia,COL,2021-05-03,0,0,120,0,1,0,0,15,84,16,175,0
Colombia,COL,2021-05-17,0,0,97,0,3,0,1,9,57,12,178,0
Colombia,COL,2021-05-31,0,0,53,0,0,0,0,3,19,3,95,0
Colombia,COL,2021-06-14,0,0,33,0,0,0,2,0,24,7,194,0
Colombia,COL,2021-06-28,0,0,29,0,0,0,3,0,15,1,138,0
Colombia,COL,2021-07-12,0,0,24,0,0,0,8,1,21,8,284,0
Colombia,COL,2021-07-26,0,0,57,0,0,0,52,0,68,14,675,0
Colombia,COL,2021-08-09,0,0,41,0,0,0,89,2,53,11,553,0
Colombia,COL,2021-08-23,0,0,20,0,0,0,209,3,31,7,427,0
Colombia,COL,2021-09-06,0,0,8,0,0,0,227,0,28,3,266,0
Colombia,COL,2021-09-20,0,0,7,0,0,0,192,0,13,0,104,0
Colombia,COL,2021-10-04,0,0,0,0,0,0,330,1,13,0,91,0
Colombia,COL,2021-10-18,0,0,2,0,0,0,314,0,4,0,44,0
Colombia,COL,2021-11-01,0,0,2,0,0,0,245,0,1,0,30,0
Colombia,COL,2021-11-15,0,0,0,0,0,0,139,0,0,0,5,0
Costa Rica,CRI,2021-01-04,0,2,0,0,0,0,0,0,35,0,0,0
Costa Rica,CRI,2021-03-08,4,1,1,0,1,1,0,1,45,0,0,0
Costa Rica,CRI,2021-03-22,0,3,3,0,1,1,0,9,51,0,0,0
Costa Rica,CRI,2021-04-05,5,1,4,0,0,1,0,17,21,0,0,0
Costa Rica,CRI,2021-04-19,0,2,11,0,0,0,0,18,21,0,0,0
Costa Rica,CRI,2021-05-03,0,1,9,0,0,0,0,25,14,0,0,0
Costa Rica,CRI,2021-05-17,1,1,2,0,0,0,0,21,7,0,0,0
Costa Rica,CRI,2021-05-31,0,0,9,0,1,0,0,15,6,0,1,0
Costa Rica,CRI,2021-06-14,0,0,18,0,0,0,1,8,6,0,0,0
Costa Rica,CRI,2021-06-28,0,0,17,0,0,0,7,8,5,1,14,0
Costa Rica,CRI,2021-07-12,1,1,10,0,0,0,17,5,15,2,14,0
Costa Rica,CRI,2021-07-26,0,0,9,0,2,0,46,9,8,2,10,0
Costa Rica,CRI,2021-08-09,0,0,31,0,0,0,69,5,2,3,14,0
Costa Rica,CRI,2021-08-23,0,0,20,0,0,0,93,1,2,5,6,0
Costa Rica,CRI,2021-09-06,0,0,7,0,0,0,47,0,0,3,0,0
Costa Rica,CRI,2021-09-20,0,0,8,0,0,0,62,0,0,0,0,0
Costa Rica,CRI,2021-10-04,0,0,1,0,0,0,68,0,0,0,1,0
Costa Rica,CRI,2021-10-18,0,0,0,0,0,0,146,0,0,0,0,0
Costa Rica,CRI,2021-11-01,0,0,0,0,0,0,143,0,0,0,0,0
Costa Rica,CRI,2021-11-15,0,0,0,0,0,0,137,0,0,0,0,0
Croatia,HRV,2021-01-25,0,0,0,0,0,0,0,6,39,0,0,0
Croatia,HRV,2021-02-08,0,0,0,0,2,0,0,34,123,0,0,0
Croatia,HRV,2021-02-22,4,0,0,0,2,0,0,127,261,0,0,0
Croatia,HRV,2021-03-08,4,0,0,0,0,0,0,371,207,0,0,0
Croatia,HRV,2021-03-22,5,0,0,0,0,0,0,548,73,0,0,0
Croatia,HRV,2021-04-05,1,0,0,0,0,0,0,716,32,0,0,0
Croatia,HRV,2021-04-19,1,0,1,0,0,0,0,355,18,0,0,0
Croatia,HRV,2021-05-03,20,0,1,0,0,0,3,680,82,0,0,0
Croatia,HRV,2021-05-17,0,0,0,0,0,0,0,633,6,0,0,0
Croatia,HRV,2021-05-31,0,0,0,0,0,0,10,355,5,0,0,0
Croatia,HRV,2021-06-14,0,0,2,0,0,0,71,237,1,0,0,0
Croatia,HRV,2021-06-28,0,0,0,0,0,0,100,60,2,0,0,0
Croatia,HRV,2021-07-12,0,0,2,0,0,0,322,42,3,0,0,0
Croatia,HRV,2021-07-26,0,0,0,0,0,0,387,18,2,0,0,0
Croatia,HRV,2021-08-09,0,0,1,0,0,0,502,8,0,0,0,0
Croatia,HRV,2021-08-23,0,0,0,0,0,0,763,7,0,0,0,0
Croatia,HRV,2021-09-06,0,0,0,0,0,0,992,1,0,0,0,0
Croatia,HRV,2021-09-20,0,0,0,0,0,0,739,0,0,0,0,0
Croatia,HRV,2021-10-04,0,0,0,0,0,0,692,0,0,0,0,0
Croatia,HRV,2021-10-18,0,0,0,0,0,0,661,0,0,0,0,0
Croatia,HRV,2021-11-01,0,0,0,0,0,0,594,0,0,0,0,0
Croatia,HRV,2021-11-15,0,0,0,0,0,0,524,0,0,0,0,0
Curacao,CUW,2021-02-22,0,0,0,0,0,0,0,24,12,0,0,0
Curacao,CUW,2021-03-08,0,0,0,0,0,0,0,43,7,0,0,0
Curacao,CUW,2021-03-22,0,1,0,0,0,0,0,52,2,0,0,0
Curacao,CUW,2021-04-05,0,0,0,0,0,0,0,55,1,0,1,0
Curacao,CUW,2021-04-19,0,0,0,0,0,0,0,60,1,0,0,0
Curacao,CUW,2021-05-03,0,0,2,1,0,0,0,39,1,0,2,0
Curacao,CUW,2021-07-12,0,0,2,0,0,0,32,3,0,0,1,0
Curacao,CUW,2021-07-26,0,0,0,0,0,0,64,1,0,0,2,0
Curacao,CUW,2021-08-09,0,0,0,0,0,0,61,0,0,0,1,0
Curacao,CUW,2021-08-23,0,0,0,0,0,0,49,0,0,0,0,0
Curacao,CUW,2021-09-06,0,0,0,0,0,0,47,0,0,0,0,0
Curacao,CUW,2021-09-20,0,0,0,0,0,0,58,0,0,0,0,0
Curacao,CUW,2021-10-04,0,0,0,0,0,0,56,0,0,0,0,0
Curacao,CUW,2021-10-18,0,0,0,0,0,0,53,0,0,0,0,0
Curacao,CUW,2021-11-01,0,0,0,0,0,0,47,0,0,0,0,0
Cyprus,CYP,2020-09-28,0,0,0,0,0,0,0,0,39,0,0,0
Cyprus,CYP,2020-11-09,0,0,0,0,0,0,0,0,159,0,0,0
Cyprus,CYP,2020-12-07,0,0,0,0,0,0,0,0,63,0,0,0
Cyprus,CYP,2021-01-04,0,0,0,0,0,0,0,2,78,0,0,0
Cyprus,CYP,2021-01-25,0,0,0,0,0,0,0,10,25,0,0,0
Czechia,CZE,2020-10-12,0,0,0,0,0,0,0,0,76,0,0,0
Czechia,CZE,2020-10-26,0,0,0,0,0,0,0,0,60,0,0,0
Czechia,CZE,2020-11-09,0,0,0,0,0,0,0,0,56,0,0,0
Czechia,CZE,2021-01-11,0,0,0,0,0,0,0,75,126,0,0,0
Czechia,CZE,2021-01-25,0,0,0,0,0,0,0,56,41,0,0,0
Czechia,CZE,2021-02-08,0,0,0,0,0,0,0,290,88,0,0,0
Czechia,CZE,2021-02-22,4,0,0,0,0,0,0,489,124,0,0,0
Czechia,CZE,2021-03-08,7,0,0,0,0,0,1,371,122,0,0,0
Czechia,CZE,2021-03-22,25,0,0,0,0,0,0,469,62,0,0,0
Czechia,CZE,2021-04-05,3,0,0,0,0,0,1,351,19,0,0,0
Czechia,CZE,2021-04-19,1,0,0,2,0,0,0,506,29,0,0,0
Czechia,CZE,2021-05-03,18,0,3,1,0,0,13,646,17,0,0,0
Czechia,CZE,2021-05-17,9,0,5,1,0,0,22,499,16,0,0,0
Czechia,CZE,2021-05-31,3,0,4,0,0,0,36,221,10,0,0,0
Czechia,CZE,2021-06-14,2,0,5,0,0,0,48,323,9,0,1,0
Czechia,CZE,2021-06-28,0,0,3,0,0,0,88,118,9,0,0,0
Czechia,CZE,2021-07-12,1,0,0,0,0,1,431,52,16,0,0,0
Czechia,CZE,2021-07-26,1,0,0,0,0,0,517,6,3,0,0,0
Czechia,CZE,2021-08-09,1,0,0,0,0,0,559,3,3,0,0,0
Czechia,CZE,2021-08-23,1,0,0,0,0,0,642,0,3,0,0,0
Czechia,CZE,2021-09-06,1,0,0,0,0,0,833,0,1,1,0,0
Czechia,CZE,2021-09-20,0,0,0,0,0,0,1382,0,0,0,0,0
Czechia,CZE,2021-10-04,0,0,0,0,0,0,1372,0,1,0,0,0
Czechia,CZE,2021-10-18,0,0,0,0,0,0,1752,1,0,0,0,0
Czechia,CZE,2021-11-01,0,0,0,0,0,0,1853,0,4,0,0,0
Czechia,CZE,2021-11-15,0,0,0,0,0,0,868,0,0,0,0,0
Czechia,CZE,2021-11-29,0,0,0,0,0,0,422,0,1,0,0,1
Denmark,DNK,2020-05-11,0,0,0,0,0,0,0,0,155,0,0,0
Denmark,DNK,2020-05-25,0,0,0,0,0,0,0,0,136,0,0,0
Denmark,DNK,2020-06-08,0,0,0,0,0,0,0,0,122,0,0,0
Denmark,DNK,2020-06-22,0,0,0,0,0,0,0,0,169,0,0,0
Denmark,DNK,2020-07-06,0,0,0,0,0,0,0,0,60,0,0,0
Denmark,DNK,2020-07-20,0,0,0,0,0,0,0,0,100,0,0,0
Denmark,DNK,2020-08-03,0,0,0,0,0,0,0,0,152,0,0,0
Denmark,DNK,2020-08-17,0,0,0,0,0,0,0,0,436,0,0,0
Denmark,DNK,2020-08-31,0,0,0,0,0,0,0,0,594,0,0,0
Denmark,DNK,2020-09-14,0,0,0,0,0,0,0,0,977,0,0,0
Denmark,DNK,2020-09-28,0,0,0,0,0,0,0,0,1643,0,0,0
Denmark,DNK,2020-10-12,0,0,0,0,0,0,0,0,835,0,0,0
Denmark,DNK,2020-10-26,0,0,0,0,0,0,0,0,1553,0,0,0
Denmark,DNK,2020-11-09,0,0,0,0,0,0,0,0,3063,0,0,0
Denmark,DNK,2020-11-23,0,0,0,0,0,0,0,3,3160,0,0,0
Denmark,DNK,2020-12-07,0,0,0,0,0,0,0,10,5047,0,0,0
Denmark,DNK,2020-12-21,0,0,0,0,0,0,0,51,9264,0,0,0
Denmark,DNK,2021-01-04,0,0,0,0,0,0,1,144,7537,0,0,0
Denmark,DNK,2021-01-11,1,3,0,0,0,0,0,157,3978,0,0,0
Denmark,DNK,2021-01-25,4,3,1,0,0,8,0,777,7300,0,0,0
Denmark,DNK,2021-02-08,5,16,0,0,0,48,0,1136,3553,0,0,0
Denmark,DNK,2021-02-22,4,8,0,0,0,63,0,2511,1792,0,0,0
Denmark,DNK,2021-03-08,15,0,3,0,0,111,0,4320,912,0,0,0
Denmark,DNK,2021-03-22,14,5,6,10,0,181,0,5776,331,0,0,0
Denmark,DNK,2021-04-05,21,2,4,0,1,144,3,6724,267,0,0,0
Denmark,DNK,2021-04-19,25,0,0,9,2,40,6,6788,189,1,2,0
Denmark,DNK,2021-05-03,15,0,8,6,5,17,31,7359,217,0,1,0
Denmark,DNK,2021-05-17,6,0,2,2,0,0,42,9474,261,0,0,0
Denmark,DNK,2021-05-31,4,0,16,0,0,1,27,9359,20,0,2,0
Denmark,DNK,2021-06-14,2,0,6,1,0,0,95,5739,6,0,0,0
Denmark,DNK,2021-06-28,2,0,10,0,0,0,413,1617,4,0,0,0
Denmark,DNK,2021-07-12,10,0,6,0,0,0,3993,1050,4,6,0,0
Denmark,DNK,2021-07-26,2,0,3,0,0,0,10298,448,4,0,4,0
Denmark,DNK,2021-08-09,0,0,1,0,0,0,10662,90,8,1,1,0
Denmark,DNK,2021-08-23,0,0,0,0,0,0,11067,28,2,1,0,0
Denmark,DNK,2021-09-06,0,0,0,0,0,0,8615,3,1,0,0,0
Denmark,DNK,2021-09-20,0,0,0,0,0,0,4536,2,0,0,0,0
Denmark,DNK,2021-10-04,0,0,0,0,0,0,4843,0,1,0,0,0
Denmark,DNK,2021-10-18,0,0,0,0,0,0,7592,0,0,0,0,0
Denmark,DNK,2021-11-01,0,0,0,0,0,0,15252,0,2,0,0,0
Denmark,DNK,2021-11-15,0,0,0,0,0,0,22131,0,1,0,0,0
Denmark,DNK,2021-11-29,0,0,0,0,0,0,22098,0,1,0,0,3
Denmark,DNK,2021-12-10,0,0,0,0,0,0,1949,0,1,0,0,2
Djibouti,DJI,2021-02-22,0,0,0,0,0,0,0,3,27,0,0,0
Djibouti,DJI,2021-03-08,0,0,0,0,0,0,0,56,0,0,0,0
Djibouti,DJI,2021-04-05,59,0,0,0,0,0,0,3,2,0,0,0
Djibouti,DJI,2021-04-19,34,0,0,0,0,0,0,2,1,0,0,0
Dominican Republic,DOM,2021-01-25,0,0,0,0,3,0,0,0,30,0,0,0
Dominican Republic,DOM,2021-03-22,0,0,2,0,4,0,0,4,48,0,0,0
Dominican Republic,DOM,2021-05-17,0,0,17,0,3,0,0,4,31,2,30,0
Dominican Republic,DOM,2021-05-31,0,0,24,0,3,0,2,5,21,3,43,0
Dominican Republic,DOM,2021-10-18,0,0,2,0,0,0,97,0,0,0,0,0
Ecuador,ECU,2021-04-19,0,0,6,0,12,0,0,13,16,10,0,0
Ecuador,ECU,2021-05-03,0,0,5,0,17,0,0,21,17,5,0,0
Ecuador,ECU,2021-05-17,0,0,4,0,42,0,0,37,44,11,1,0
Ecuador,ECU,2021-05-31,0,0,6,0,34,0,0,19,28,15,0,0
Ecuador,ECU,2021-06-14,0,0,19,0,59,0,0,26,33,24,6,0
Ecuador,ECU,2021-06-28,0,0,17,0,39,0,6,21,14,26,22,0
Ecuador,ECU,2021-07-12,0,0,77,0,79,0,18,21,47,51,73,0
Ecuador,ECU,2021-07-26,0,0,85,0,75,0,87,58,59,94,107,0
Ecuador,ECU,2021-08-09,0,0,31,0,15,0,70,13,40,16,47,0
Ecuador,ECU,2021-08-23,0,0,21,0,14,0,100,9,21,17,79,0
Ecuador,ECU,2021-09-06,0,0,9,0,11,0,193,5,10,21,57,0
Ecuador,ECU,2021-09-20,0,0,6,0,2,0,116,3,1,5,22,0
Ecuador,ECU,2021-10-04,0,0,6,0,1,0,190,0,2,4,11,0
Ecuador,ECU,2021-10-18,0,0,0,0,0,0,82,0,6,1,4,0
Ecuador,ECU,2021-11-15,0,0,0,0,0,0,73,0,2,0,3,0
Ecuador,ECU,2021-11-29,0,0,1,0,0,0,85,0,0,0,6,0
Egypt,EGY,2020-05-11,0,0,0,0,0,0,0,0,38,0,0,0
Egypt,EGY,2020-06-08,0,0,0,0,0,0,0,0,96,0,0,0
Egypt,EGY,2020-06-22,0,0,0,0,0,0,0,0,52,0,0,0
Egypt,EGY,2020-07-06,0,0,0,0,0,0,0,0,87,0,0,0
Egypt,EGY,2020-08-31,0,0,0,0,0,0,0,0,32,0,0,0
Egypt,EGY,2021-01-04,0,0,0,0,0,0,0,0,98,0,0,0
Egypt,EGY,2021-01-11,0,0,0,0,0,0,0,0,38,0,0,0
Egypt,EGY,2021-02-22,0,0,0,0,0,0,0,0,79,0,0,0
Egypt,EGY,2021-04-05,0,0,0,0,0,0,0,10,64,0,0,0
Egypt,EGY,2021-05-03,0,0,0,0,0,0,0,8,78,0,0,0
Egypt,EGY,2021-05-17,0,0,0,0,0,0,0,3,29,0,0,0
Egypt,EGY,2021-11-01,0,0,0,0,0,0,62,0,1,0,0,0
Estonia,EST,2020-09-28,0,0,0,0,0,0,0,0,120,0,0,0
Estonia,EST,2020-10-12,0,0,0,0,0,0,0,0,55,0,0,0
Estonia,EST,2020-11-09,0,0,0,0,0,0,0,0,53,0,0,0
Estonia,EST,2021-01-04,0,0,0,0,0,0,0,9,37,0,0,0
Estonia,EST,2021-02-08,0,0,0,0,0,0,0,1,46,0,0,0
Estonia,EST,2021-02-22,2,0,0,0,0,0,0,133,429,0,0,0
Estonia,EST,2021-03-08,1,0,0,0,0,0,0,106,56,0,0,0
Estonia,EST,2021-03-22,6,0,0,0,0,0,0,768,244,0,0,0
Estonia,EST,2021-04-05,21,0,0,0,0,1,0,979,120,0,0,0
Estonia,EST,2021-04-19,3,0,0,0,0,0,0,356,9,0,0,0
Estonia,EST,2021-05-03,4,0,0,0,0,0,0,344,3,0,0,0
Estonia,EST,2021-05-17,0,0,0,0,0,0,0,320,6,0,0,0
Estonia,EST,2021-06-14,0,0,0,0,0,0,2,135,0,0,0,0
Estonia,EST,2021-06-28,0,0,0,0,0,0,2,43,0,0,0,0
Estonia,EST,2021-07-12,0,0,0,0,0,0,126,12,0,0,0,0
Estonia,EST,2021-07-26,0,0,0,0,0,0,244,7,1,0,0,0
Estonia,EST,2021-08-09,0,0,0,0,0,0,358,2,0,0,0,0
Estonia,EST,2021-08-23,0,0,0,0,0,0,371,0,0,0,0,0
Estonia,EST,2021-09-06,0,0,0,0,0,0,369,0,0,0,0,0
Estonia,EST,2021-09-20,0,0,0,0,0,0,346,0,0,0,0,0
Estonia,EST,2021-10-04,0,0,0,0,0,0,348,0,0,0,0,0
Estonia,EST,2021-10-18,0,0,0,0,0,0,319,0,0,0,0,0
Estonia,EST,2021-11-01,0,0,0,0,0,0,344,0,0,0,0,0
Estonia,EST,2021-11-15,0,0,0,0,0,0,192,0,0,0,0,0
Ethiopia,ETH,2021-07-26,0,0,0,0,0,0,35,0,24,0,0,0
Ethiopia,ETH,2021-08-09,0,0,0,0,0,0,252,0,1,0,0,0
Ethiopia,ETH,2021-08-23,0,0,0,0,0,0,119,0,0,0,0,0
Fiji,FJI,2021-06-14,0,0,0,0,0,0,52,0,0,0,0,0
Fiji,FJI,2021-06-28,0,0,0,0,0,0,252,0,0,0,0,0
Fiji,FJI,2021-07-12,0,0,0,0,0,0,140,0,0,0,0,0
Finland,FIN,2020-05-11,0,0,0,0,0,0,0,0,102,0,0,0
Finland,FIN,2020-05-25,0,0,0,0,0,0,0,0,51,0,0,0
Finland,FIN,2020-06-08,0,0,0,0,0,0,0,0,37,0,0,0
Finland,FIN,2020-09-28,0,0,0,0,0,0,0,0,96,0,0,0
Finland,FIN,2020-10-12,0,0,0,0,0,0,0,0,283,0,0,0
Finland,FIN,2020-10-26,0,0,0,0,0,0,0,0,98,0,0,0
Finland,FIN,2020-11-09,0,0,0,0,0,0,0,0,51,0,0,0
Finland,FIN,2020-11-23,0,0,0,0,0,0,0,0,54,0,0,0
Finland,FIN,2020-12-07,0,0,0,0,0,0,0,0,156,0,0,0
Finland,FIN,2020-12-21,1,0,0,0,0,0,0,3,110,0,0,0
Finland,FIN,2021-01-04,1,0,0,0,0,0,0,46,101,0,0,0
Finland,FIN,2021-01-11,2,0,0,0,0,1,0,11,110,0,0,0
Finland,FIN,2021-01-25,8,1,0,0,0,7,0,241,508,0,0,0
Finland,FIN,2021-02-08,33,1,1,0,0,8,0,608,589,0,0,0
Finland,FIN,2021-02-22,66,0,0,0,0,6,0,1017,498,0,0,0
Finland,FIN,2021-03-08,133,0,0,0,0,1,0,1031,488,0,0,0
Finland,FIN,2021-03-22,339,0,0,2,0,1,0,1096,277,0,0,0
Finland,FIN,2021-04-05,246,0,0,1,0,1,0,613,126,0,0,0
Finland,FIN,2021-04-19,171,0,0,0,0,2,2,459,68,0,0,0
Finland,FIN,2021-05-03,67,0,0,2,0,0,21,430,22,0,0,0
Finland,FIN,2021-05-17,36,0,0,5,0,0,75,456,29,0,0,0
Finland,FIN,2021-05-31,7,0,3,1,0,0,125,376,17,0,0,0
Finland,FIN,2021-06-14,1,0,0,0,0,0,97,173,20,0,3,0
Finland,FIN,2021-06-28,2,0,0,0,0,0,624,93,14,0,1,0
Finland,FIN,2021-07-12,0,0,8,0,0,0,789,19,5,0,1,0
Finland,FIN,2021-07-26,1,0,2,0,0,0,1468,13,0,0,0,0
Finland,FIN,2021-08-09,0,0,3,0,0,1,1635,14,2,0,0,0
Finland,FIN,2021-08-23,0,0,2,0,0,0,1020,2,0,0,0,0
Finland,FIN,2021-09-06,0,0,0,0,0,0,930,0,0,0,0,0
Finland,FIN,2021-09-20,0,0,0,0,0,0,748,1,0,0,0,0
Finland,FIN,2021-10-04,0,0,0,0,0,0,967,0,0,0,0,0
Finland,FIN,2021-10-18,0,0,0,0,0,0,715,0,0,0,0,0
Finland,FIN,2021-11-01,0,0,0,0,0,0,136,0,0,0,0,0
France,FRA,2020-05-11,0,0,0,0,0,0,0,0,201,0,0,0
France,FRA,2020-05-25,0,0,0,0,0,0,0,0,64,0,0,0
France,FRA,2020-06-08,0,0,0,0,0,0,0,0,33,0,0,0
France,FRA,2020-06-22,0,0,0,0,0,0,0,0,45,0,0,0
France,FRA,2020-07-06,0,0,0,0,0,0,0,0,30,0,0,0
France,FRA,2020-07-20,0,0,0,0,0,0,0,0,71,0,0,0
France,FRA,2020-08-03,0,0,0,0,0,0,0,0,140,0,0,0
France,FRA,2020-08-17,0,0,0,0,0,0,0,0,238,0,0,0
France,FRA,2020-08-31,0,0,0,0,0,0,0,0,251,0,0,0
France,FRA,2020-09-14,0,0,0,0,0,0,0,0,822,0,0,0
France,FRA,2020-09-28,0,0,0,0,0,0,0,0,488,0,0,0
France,FRA,2020-10-12,0,0,0,0,0,0,0,0,427,0,0,0
France,FRA,2020-10-26,0,0,0,0,0,0,0,2,868,0,0,0
France,FRA,2020-11-09,0,0,0,0,0,0,0,3,1017,0,0,0
France,FRA,2020-11-23,0,0,0,0,0,0,0,3,616,0,0,0
France,FRA,2020-12-07,0,0,0,0,0,0,0,1,346,0,0,0
France,FRA,2020-12-21,0,0,0,0,0,0,0,1,403,0,0,0
France,FRA,2021-01-04,7,0,0,0,0,0,0,80,431,0,0,0
France,FRA,2021-01-11,11,0,0,0,0,2,0,204,521,0,0,0
France,FRA,2021-01-25,197,0,3,0,0,5,0,586,1379,0,0,0
France,FRA,2021-02-08,389,4,11,0,0,4,0,2035,1552,0,0,0
France,FRA,2021-02-22,346,2,8,1,0,9,0,1384,1241,0,0,0
France,FRA,2021-03-08,352,2,25,0,0,22,0,2785,1090,0,0,0
France,FRA,2021-03-22,507,0,52,1,2,72,0,5021,766,0,0,0
France,FRA,2021-04-05,531,0,43,0,2,129,0,4805,516,0,0,0
France,FRA,2021-04-19,528,0,191,2,1,157,4,3835,289,2,0,0
France,FRA,2021-05-03,500,0,86,7,1,149,47,3439,163,0,1,0
France,FRA,2021-05-17,471,0,56,2,0,71,51,2531,75,2,0,0
France,FRA,2021-05-31,423,0,79,2,1,66,97,2351,110,5,1,0
France,FRA,2021-06-14,399,0,70,1,0,21,269,1345,92,6,1,0
France,FRA,2021-06-28,420,0,133,0,0,16,764,549,54,8,2,0
France,FRA,2021-07-12,505,0,79,0,0,9,2887,703,48,16,8,0
France,FRA,2021-07-26,347,0,135,0,0,2,12223,656,40,20,1,0
France,FRA,2021-08-09,126,0,83,0,0,1,8954,212,14,5,6,0
France,FRA,2021-08-23,79,0,26,0,0,1,8630,67,8,0,1,0
France,FRA,2021-09-06,24,0,9,0,0,1,7958,21,9,1,3,0
France,FRA,2021-09-20,4,0,5,0,0,0,4589,7,2,0,0,0
France,FRA,2021-10-04,0,0,1,0,0,0,3317,2,4,0,0,0
France,FRA,2021-10-18,2,0,0,0,0,0,3449,0,15,1,0,0
France,FRA,2021-11-01,0,0,0,0,0,1,10020,1,29,0,0,0
France,FRA,2021-11-15,0,0,0,0,0,0,8640,2,36,0,0,0
France,FRA,2021-11-29,0,0,0,0,0,0,3555,2,23,0,0,6
France,FRA,2021-12-10,0,0,0,0,0,0,97,0,1,0,0,7
Gambia,GMB,2020-08-03,0,0,0,0,0,0,0,0,241,0,0,0
Gambia,GMB,2020-08-17,0,0,0,0,0,0,0,0,30,0,0,0
Gambia,GMB,2020-08-31,0,0,0,0,0,0,0,0,37,0,0,0
Gambia,GMB,2021-03-22,0,0,0,0,0,0,0,34,9,0,0,0
Gambia,GMB,2021-07-12,0,0,0,0,0,0,68,0,1,0,0,0
Gambia,GMB,2021-07-26,0,0,0,0,0,0,40,0,0,0,0,0
Gambia,GMB,2021-08-09,0,0,0,0,0,0,125,0,2,0,0,0
Gambia,GMB,2021-08-23,0,0,0,0,0,0,72,0,1,0,0,0
Georgia,GEO,2021-10-04,0,0,0,0,0,0,70,0,0,0,0,0
Georgia,GEO,2021-10-18,0,0,0,0,0,0,94,0,0,0,0,0
Georgia,GEO,2021-11-01,0,0,0,0,0,0,31,0,0,0,0,0
Georgia,GEO,2021-11-15,0,0,0,0,0,0,71,0,0,0,0,0
Germany,DEU,2020-05-11,0,0,0,0,0,0,0,0,105,0,0,0
Germany,DEU,2020-05-25,0,0,0,0,0,0,0,0,94,0,0,0
Germany,DEU,2020-06-08,0,0,0,0,0,0,0,0,82,0,0,0
Germany,DEU,2020-06-22,0,0,0,0,0,0,0,0,1528,0,0,0
Germany,DEU,2020-07-06,0,0,0,0,0,0,0,0,390,0,0,0
Germany,DEU,2020-07-20,0,0,0,0,0,0,0,0,103,0,0,0
